,Report Number,Occur Date,Occur Time,Neighborhood
2422,190362060,2019-02-05,2200,Grant Park
2423,190360947,2019-02-05,1300,Lenox
2424,190361606,2019-02-05,1755,Downtown
2425,183022217,2018-10-29,2200,Home Park
2426,190370838,2019-02-06,1209,Downtown
2427,190371742,2019-02-06,1929,West End
2428,190370976,2019-02-06,1300,Grant Park
2429,190371434,2019-02-06,1600,Edgewood
2430,190371587,2019-02-06,1730,Lenox
2432,190370462,2019-02-05,2030,Midtown
2433,190370536,2019-02-05,1600,Greenbriar
2435,190370809,2019-02-06,1030,Downtown
2436,190370825,2019-02-01,1930,Inman Park
2437,190370833,2019-02-06,1136,East Lake
2438,190371153,2019-02-06,1245,Candler Park
2439,190371393,2019-02-06,1640,other
2440,190371508,2019-02-06,1730,Home Park
2441,190371842,2019-02-06,2015,North Buckhead
2442,190371854,2019-02-06,1915,Sweet Auburn
2443,190371887,2019-02-06,2043,Underwood Hills
2444,190371903,2019-02-06,1740,The Villages at Castleberry Hill
2445,190371964,2019-02-06,1700,South Tuxedo Park
2446,190371975,2019-02-06,1750,Peoplestown
2448,190371188,2019-02-06,1200,Downtown
2449,190371503,2019-02-06,1700,Morningside/Lenox Park
2450,190371977,2019-02-06,2030,Buckhead Forest
2451,190371759,2019-02-05,2100,Candler Park
2453,190372075,2019-02-06,2230,Greenbriar
2455,190370540,2019-02-05,1954,Paces
2457,190371546,2019-02-06,1400,other
2459,190371851,2019-02-06,2030,Southwest
2460,190370541,2019-02-05,1900,Cascade Heights
2462,190370626,2019-02-05,1000,Mechanicsville
2464,190371476,2019-02-06,1715,Ashview Heights
2465,190371681,2019-02-06,1900,Custer/McDonough/Guice
2467,190370676,2019-02-06,1020,other
2469,190371382,2019-02-06,1645,Thomasville Heights
2470,190371682,2019-02-06,1855,Venetian Hills
2471,190370070,2019-02-05,1600,Ben Hill
2476,190371588,2019-01-01,1240,Southwest
2477,190371007,2019-01-25,1200,West End
2479,190380579,2019-02-06,1630,Kirkwood
2481,190381166,2019-02-07,1245,Lakewood
2483,190381623,2019-01-26,1200,Hammond Park
2485,190381983,2019-02-07,1500,Heritage Valley
2488,190382229,2019-02-07,2000,Center Hill
2489,190382323,2019-02-07,2155,Washington Park
2491,190381694,2019-02-07,1500,Downtown
2492,190380564,2019-02-06,1400,Westview
2493,190381592,2019-01-31,1800,Lakewood Heights
2494,190380770,2019-02-07,1030,Margaret Mitchell
2497,190380842,2019-02-07,1100,Mechanicsville
2498,190381072,2019-02-07,1230,Southwest
2499,190381288,2019-02-07,1400,Castleberry Hill
2500,190381319,2019-02-07,1500,Sylvan Hills
2501,190381332,2019-02-06,2100,Thomasville Heights
2502,190382311,2019-02-07,1915,Inman Park
2504,190380938,2019-02-06,1800,Collier Heights
2505,190380064,2019-02-06,1851,Loring Heights
2506,190380159,2019-02-06,2130,Poncey-Highland
2508,190380625,2019-02-06,2200,Peachtree Hills
2509,190380633,2019-02-06,1900,Virginia Highland
2512,190381459,2019-02-07,1550,other
2513,190382080,2019-02-07,1920,Old Fourth Ward
2514,190382196,2019-02-07,1944,Midtown
2515,190382433,2019-02-07,2230,Old Fourth Ward
2517,190380862,2019-02-07,1115,Lindbergh/Morosgo
2518,190381795,2019-02-07,1720,Lenox
2519,190381819,2019-02-07,1800,Berkeley Park
2520,190382056,2019-02-07,1933,Campbellton Road
2521,190382408,2019-02-07,2250,Venetian Hills
2522,190381327,2019-02-04,1430,Peachtree Hills
2523,190390838,2019-02-08,1015,Old Fourth Ward
2524,190391074,2019-02-08,1230,Atlantic Station
2525,190391170,2019-02-08,1320,Lenox
2526,190391262,2019-02-08,1410,Greenbriar
2527,190391366,2019-02-08,1300,Vine City
2528,190391395,2019-02-08,1715,Atlantic Station
2529,190391408,2019-02-08,1515,Midtown
2530,190391754,2019-02-08,1700,Berkeley Park
2533,190390145,2019-02-07,1810,Castleberry Hill
2534,190390508,2019-02-07,2230,Ben Hill
2535,190390676,2019-02-07,2230,Greenbriar
2536,190390963,2019-02-07,2200,Oakland City
2537,190390974,2019-02-07,2000,Midtown
2538,190390978,2019-02-08,1120,North Buckhead
2541,190391218,2019-02-07,2000,Lindbergh/Morosgo
2544,190392211,2019-02-08,1700,Brookwood Hills
2545,190392225,2019-02-08,1800,Morningside/Lenox Park
2546,190392284,2019-02-08,2045,Channing Valley
2547,190390851,2019-02-07,2100,Home Park
2548,190391849,2019-02-07,2100,Buckhead Heights
2554,190390895,2019-02-07,2100,Midtown
2555,190391061,2019-01-31,2200,Buckhead Village
2556,190391056,2019-02-08,1200,other
2557,190392219,2019-02-08,2140,other
2558,190391392,2019-02-08,1445,Lenox
2559,190391959,2019-02-08,1900,Polar Rock
2560,190391332,2019-02-08,1455,West End
2561,190392219,2019-02-08,2140,other
2562,190391223,2019-02-08,1304,Mechanicsville
2564,190390693,2019-02-06,1800,Adams Park
2565,190390993,2019-02-07,2115,Lenox
2566,190392147,2019-02-08,2040,Lindridge/Martin Manor
2571,190401053,2019-02-09,1421,Lakewood Heights
2572,190401091,2019-02-05,2230,Glenrose Heights
2573,190401134,2019-02-09,1512,Lakewood Heights
2574,190401968,2019-02-09,1630,The Villages at Carver
2575,190400109,2019-02-08,1200,Grant Park
2578,190401294,2019-02-09,1629,Grove Park
2579,190402068,2019-02-09,2330,The Villages at East Lake
2580,190401082,2019-02-09,1435,Mechanicsville
2582,190400096,2019-02-08,2100,other
2585,190400817,2019-02-09,1100,Midtown
2586,190401653,2019-02-09,1400,Loring Heights
2587,190401863,2019-02-09,1915,Castleberry Hill
2588,190401917,2019-02-09,1600,Southwest
2590,190401333,2019-02-09,1600,Hanover West
2591,190400579,2019-02-08,1800,other
2592,190400582,2019-02-08,1900,other
2593,190401382,2019-02-09,1710,Leila Valley
2596,190400003,2019-02-08,2200,Poncey-Highland
2600,190400121,2019-02-08,1930,Midtown
2601,190400132,2019-02-08,2330,Inman Park
2604,190400546,2019-02-08,2000,Midtown
2605,190400616,2019-02-08,2030,Candler Park
2606,190400644,2019-02-07,2230,Paces
2607,190400656,2019-02-08,2200,Midtown
2608,190400708,2019-02-08,2200,Center Hill
2609,190400873,2019-02-08,1830,Old Fourth Ward
2611,190400997,2019-02-08,1700,Downtown
2614,190401321,2019-02-09,1248,Downtown
2615,190401392,2019-02-09,1545,Downtown
2616,190401512,2019-02-09,1806,Leila Valley
2617,190401702,2019-02-09,1800,Browns Mill Park
2618,190401719,2019-02-09,1400,Midtown
2619,190400726,2019-02-09,1020,Lenox
2620,190400767,2019-02-09,1056,Berkeley Park
2621,190400953,2019-02-09,1220,Lenox
2622,190401373,2019-02-09,1700,Edgewood
2623,190401486,2019-02-09,1700,Midtown
2624,190401516,2019-02-09,1811,Berkeley Park
2625,190401635,2019-02-09,1920,Mozley Park
2626,190401789,2019-02-09,1946,Atlantic Station
2627,190401843,2019-02-09,2000,Old Fourth Ward
2628,190401991,2019-02-09,1730,Oakland
2630,190410013,2019-02-09,2200,Sylvan Hills
2631,190410159,2019-02-09,2345,Oakland City
2634,190410558,2019-02-09,2000,Ridgewood Heights
2635,190410750,2019-02-10,1130,Underwood Hills
2636,190410846,2019-02-10,1200,Midtown
2637,190410875,2019-02-09,2345,Old Fourth Ward
2638,190410914,2019-02-09,1839,Downtown
2639,190410919,2019-02-08,2300,Ben Hill Terrace
2641,190411183,2019-02-10,1000,Downtown
2642,190411285,2019-02-10,1822,Hills Park
2643,190411408,2019-02-10,1945,Underwood Hills
2644,190411465,2019-02-10,1800,Grant Park
2645,190411500,2019-02-10,2055,Sylvan Hills
2646,190411562,2019-02-09,1800,Midtown
2647,190411570,2019-02-10,1800,Midtown
2648,190411616,2019-02-10,2256,Mechanicsville
2649,190411647,2019-02-10,2145,Virginia Highland
2650,190410714,2019-02-10,1120,Buckhead Village
2651,190410748,2019-02-10,1200,Vine City
2652,190410895,2019-02-10,1410,Berkeley Park
2653,190410951,2019-02-10,1300,Greenbriar
2654,190411004,2019-02-10,1539,Sylvan Hills
2655,190411100,2019-02-10,1610,Lenox
2656,190411140,2019-02-10,1645,Vine City
2657,190411112,2019-02-10,1620,other
2658,190411306,2019-02-10,1600,Kings Forest
2660,190411240,2019-02-10,1700,Adair Park
2661,190410132,2019-02-09,2215,Sylvan Hills
2664,190410471,2019-02-09,1030,Fairway Acres
2665,190410696,2019-02-09,2200,Reynoldstown
2666,190410716,2019-02-10,1141,Leila Valley
2667,190410853,2019-02-10,1330,Mozley Park
2669,190411007,2019-02-08,1130,Harris Chiles
2670,190411442,2019-02-10,2004,Bankhead
2671,190411276,2019-02-08,2017,Peoplestown
2672,190411433,2019-02-10,1900,Perkerson
2674,190411360,2019-02-10,1900,Grove Park
2676,190411072,2019-02-10,1600,Grove Park
2678,190410827,2019-02-05,1700,Oakland City
2684,190420674,2019-02-09,1400,Kirkwood
2685,190420956,2019-02-11,1030,South River Gardens
2686,190420976,2019-02-06,1830,Vine City
2687,190420993,2019-02-08,1500,Wilson Mill Meadows
2689,190421733,2019-02-11,1300,Blandtown
2690,190421998,2019-02-11,2315,Hunter Hills
2691,190420897,2019-01-12,2200,Fairway Acres
2693,190420945,2019-02-11,1240,Fort Valley
2694,190421824,2019-02-11,2035,Ashview Heights
2696,190421900,2019-02-11,2156,Leila Valley
2697,190391789,2019-02-08,1730,Rebel Valley Forest
2698,190421699,2019-02-11,1900,Adair Park
2699,190420141,2019-02-10,2200,Bankhead/Bolton
2700,190421110,2019-02-11,1500,West End
2701,190421237,2019-02-11,1557,Custer/McDonough/Guice
2702,190420927,2019-02-11,1250,Scotts Crossing
2703,190420610,2019-02-10,2000,West End
2706,190421667,2019-02-10,2100,Mechanicsville
2707,190421896,2019-02-11,1948,Garden Hills
2708,190421184,2019-02-11,1530,Southwest
2710,190420679,2019-02-10,2300,Southwest
2711,190420687,2019-02-10,1930,Buckhead Heights
2713,190421166,2019-02-11,1257,Blandtown
2714,190421381,2019-02-11,1630,Carroll Heights
2716,190421694,2019-02-11,1900,Harland Terrace
2717,190421894,2019-02-11,2135,Southwest
2718,190421908,2019-02-11,1730,Sweet Auburn
2719,190420655,2019-02-11,1008,Downtown
2720,190420955,2019-02-10,2300,Poncey-Highland
2721,190421526,2019-02-11,1753,Leila Valley
2722,190421287,2019-02-11,1616,Midtown
2723,190421653,2019-02-11,1845,Downtown
2724,190421097,2019-02-05,1400,South River Gardens
2725,190421231,2019-02-11,1240,Downtown
2726,190421246,2019-02-11,1554,Pine Hills
2727,190421301,2019-02-11,1600,Berkeley Park
2730,190420446,2019-02-10,2000,Druid Hills
2731,190420471,2019-02-10,2100,Pine Hills
2733,190420859,2019-02-10,1700,Lindbergh/Morosgo
2734,190421034,2019-02-10,1220,North Buckhead
2736,190421720,2019-02-11,1500,Blandtown
2738,190421817,2019-02-11,1915,East Lake
2739,190421825,2019-02-11,1915,Midtown
2740,190421842,2019-02-11,1800,Atlanta University Center
2741,190421856,2019-02-11,1730,Berkeley Park
2742,190421867,2019-02-11,2000,Poncey-Highland
2743,190421897,2019-02-11,2015,Ormewood Park
2744,190421926,2019-02-11,2000,Inman Park
2745,190421978,2019-02-11,2030,Garden Hills
2746,190430295,2019-02-11,2230,Virginia Highland
2747,190430451,2019-02-11,1800,Peachtree Heights West
2749,190430921,2019-02-12,1200,Midtown
2750,190431050,2019-02-12,1300,Florida Heights
2751,190431139,2019-02-11,1900,Ben Hill
2752,190431178,2019-02-12,1130,Downtown
2753,190431197,2019-02-12,1048,North Buckhead
2754,190431286,2019-02-12,1345,Midtown
2755,190431290,2019-02-12,1400,other
2758,190431598,2019-02-12,1428,Lenox
2761,190431985,2019-02-12,1755,Candler Park
2762,190432010,2019-02-12,1715,Wildwood (NPU-C)
2763,190432038,2019-02-12,1930,Midtown
2764,190432066,2019-02-09,2100,Home Park
2765,190432143,2019-02-12,2115,Midtown
2766,190432225,2019-02-12,2000,Browns Mill Park
2767,190432281,2019-02-12,2230,Downtown
2768,190432282,2019-02-12,2335,Browns Mill Park
2769,190431317,2019-02-12,1500,Cascade Avenue/Road
2771,190431206,2019-02-12,1500,Vine City
2772,190431281,2019-02-12,1522,Edgewood
2773,190431474,2019-02-12,1635,Vine City
2776,190432196,2019-02-12,1430,Midtown
2778,190430696,2019-02-12,1000,Ben Hill
2779,190431458,2019-02-12,1635,Browns Mill Park
2781,190431858,2019-02-10,2000,Midtown
2782,190432153,2019-02-12,2145,Bankhead/Bolton
2784,190431185,2019-02-07,2130,Pine Hills
2785,190430825,2019-02-11,1205,North Buckhead
2786,190431354,2019-02-12,1550,Downtown
2787,190430001,2019-02-11,2348,other
2788,190431068,2019-02-12,1325,West End
2789,190432044,2019-02-12,1750,Sylvan Hills
2790,190431088,2019-01-02,1600,Oakland City
2791,190431285,2019-02-12,1400,Collier Heights
2792,190432216,2019-02-12,2240,Downtown
2793,190430583,2019-02-08,1700,Adams Park
2794,190430609,2019-02-11,1800,Norwood Manor
2798,190430341,2019-02-11,1730,Pittsburgh
2799,190430576,2019-02-11,2300,Hammond Park
2800,190440767,2019-02-08,1700,Peachtree Heights West
2805,190441723,2019-02-13,1700,Lindridge/Martin Manor
2808,190432165,2019-02-12,1800,Home Park
2811,190442163,2019-02-13,2016,Midtown
2813,190441950,2019-02-13,1820,Campbellton Road
2814,190432152,2019-02-12,1800,Grove Park
2815,190442121,2019-02-13,1930,Westview
2816,190441027,2019-02-13,1200,Carver Hills
2817,190432174,2019-02-12,2055,Venetian Hills
2818,190440159,2019-02-12,2300,Brookview Heights
2819,190440851,2019-02-13,1100,Hammond Park
2820,190440991,2019-02-06,1000,Venetian Hills
2821,190441131,2019-02-08,1700,South Atlanta
2822,190441523,2019-02-13,1430,Cascade Avenue/Road
2823,190442242,2019-02-08,2100,Poncey-Highland
2826,190440513,2019-02-12,2230,Virginia Highland
2827,190440595,2019-02-12,2130,Mechanicsville
2828,190440822,2019-02-12,2300,Loring Heights
2829,190441015,2019-02-11,2045,Fairburn Mays
2830,190441331,2019-02-13,1100,Bankhead
2831,190441696,2019-02-13,1654,Lakewood Heights
2833,190441793,2019-02-13,1723,Argonne Forest
2834,190441828,2019-02-13,1700,Downtown
2835,190442119,2019-02-13,1851,Lenox
2836,190441740,2019-02-03,1700,Midtown
2838,190440936,2019-02-13,1150,Blandtown
2839,190440961,2019-02-13,1200,Mechanicsville
2840,190441035,2019-02-13,1200,Grant Park
2841,190441380,2019-02-13,1350,Lindbergh/Morosgo
2842,190442189,2019-02-13,2030,Lenox
2843,190440185,2019-02-12,2145,Sweet Auburn
2844,190440348,2019-02-12,2030,Pine Hills
2845,190440391,2019-02-12,1700,Lindbergh/Morosgo
2846,190440438,2019-02-12,2300,Mechanicsville
2847,190440539,2019-02-12,2100,Collier Hills
2848,190440705,2019-02-12,1930,North Buckhead
2849,190440821,2019-02-12,1800,Virginia Highland
2850,190441032,2019-02-13,1015,West Paces Ferry/Northside
2851,190441231,2019-02-12,1930,Poncey-Highland
2852,190441246,2019-02-12,1830,Marietta Street Artery
2853,190441262,2019-02-13,1421,Bolton
2854,190441323,2019-02-12,1900,Orchard Knob
2855,190441364,2019-02-13,1424,Atlantic Station
2856,190441580,2019-02-13,1547,Randall Mill
2857,190441934,2019-02-13,1645,Blandtown
2858,190441951,2019-02-13,1630,Underwood Hills
2859,190441971,2019-02-12,2200,Downtown
2860,190441996,2019-02-13,1851,Marietta Street Artery
2861,190442085,2019-02-12,1930,Castleberry Hill
2862,190442172,2019-02-13,1900,Marietta Street Artery
2863,190442176,2019-02-13,1740,Home Park
2864,190442200,2019-02-09,1200,Buckhead Village
2865,190442231,2019-02-13,1800,Fairburn Mays
2866,190442246,2019-02-13,1845,Virginia Highland
2867,190442289,2019-02-13,2100,Westview
2868,190450311,2019-02-13,1900,Greenbriar
2869,190450455,2019-02-13,2300,Brookwood Hills
2870,190450465,2019-02-13,2200,Adamsville
2871,190450507,2019-02-13,2030,Grant Park
2874,190450651,2019-02-13,2300,Blandtown
2875,190450852,2019-02-14,1055,Westview
2876,190450971,2019-02-14,1200,Brookwood Hills
2877,190450984,2019-02-14,1130,Greenbriar
2878,190451046,2019-02-14,1100,Lenox
2880,190451146,2019-02-13,2100,East Atlanta
2881,190451214,2019-02-14,1345,Berkeley Park
2882,190451410,2019-02-14,1500,Midtown
2883,190451413,2019-02-13,2000,Sweet Auburn
2884,190451912,2019-02-09,1800,Atlantic Station
2885,190451935,2019-02-14,1800,Collier Heights
2886,190452161,2019-02-14,1700,other
2887,190452172,2019-02-14,1605,Morningside/Lenox Park
2888,190452214,2019-02-14,1945,Poncey-Highland
2889,190452268,2019-02-14,2051,Westview
2890,190452349,2019-02-14,1645,Inman Park
2891,190452063,2019-02-14,1929,English Avenue
2892,190452081,2019-02-14,1900,Lenox
2894,190450888,2019-02-14,1100,Greenbriar
2895,190451065,2019-02-14,1255,Venetian Hills
2896,190451163,2019-02-14,1330,Lenox
2897,190451200,2019-02-14,1400,Lenox
2898,190451207,2019-02-14,1400,Berkeley Park
2899,190451449,2019-02-14,1530,Berkeley Park
2900,190452046,2019-02-14,1900,Sylvan Hills
2901,190450630,2019-02-09,1400,Virginia Highland
2902,190450943,2019-02-13,1630,Underwood Hills
2903,190451135,2019-02-01,1800,Ormewood Park
2904,190450037,2019-02-13,2000,Midtown
2906,190450453,2019-02-13,2100,Candler Park
2907,190450823,2019-02-14,1020,Midtown
2908,190451114,2019-02-07,1200,Buckhead Heights
2909,190451579,2019-02-13,1700,Lakewood
2910,190451643,2019-02-13,1705,Riverside
2911,190451861,2019-02-14,1300,Fairburn Heights
2912,190452427,2019-02-14,2325,Hills Park
2913,190451586,2019-02-14,1555,South Tuxedo Park
2914,190452290,2019-02-14,2100,West End
2915,190450794,2019-02-13,1800,West Manor
2917,190451808,2019-02-14,1430,Inman Park
2918,190451637,2019-02-14,1500,South River Gardens
2919,190452291,2019-02-14,2140,Inman Park
2922,190452465,2019-02-14,2355,Vine City
2923,190451512,2019-02-14,1604,Florida Heights
2924,190452195,2019-02-14,2036,The Villages at Carver
2925,190451832,2019-02-14,1030,East Lake
2926,190451918,2019-02-13,1700,Sylvan Hills
2927,190450875,2019-02-13,1800,Lincoln Homes
2928,190450908,2019-01-27,1700,Venetian Hills
2931,190450571,2019-02-13,2200,Downtown
2932,190460476,2019-02-14,2200,Downtown
2933,190460865,2019-02-14,1730,Westview
2935,190461113,2019-02-14,1015,Old Fourth Ward
2938,190461924,2019-02-15,1900,East Atlanta
2940,190461902,2019-02-15,1900,Carey Park
2941,190462314,2019-02-15,1752,Hammond Park
2943,190460970,2019-02-15,1152,South River Gardens
2945,190461530,2019-02-15,1600,Lakewood Heights
2946,190462073,2019-02-15,1716,Downtown
2947,190460710,2019-02-13,1000,South Atlanta
2948,190460944,2018-10-31,1700,Venetian Hills
2949,190461124,2019-02-14,1950,other
2950,190461301,2019-02-15,1503,Blandtown
2951,190461523,2019-02-08,1056,Loring Heights
2954,190460626,2019-02-14,2345,Oakland
2956,190460857,2019-02-14,1500,Reynoldstown
2957,190461479,2019-02-15,1340,Oakland City
2958,190461788,2019-02-07,1800,Lindridge/Martin Manor
2959,190462022,2019-02-15,2000,Southwest
2961,190462271,2019-02-15,2145,Collier Heights
2964,190461446,2019-02-15,1550,Lindbergh/Morosgo
2965,190462196,2019-02-15,2120,Summerhill
2969,190461382,2019-02-15,1500,Berkeley Park
2970,190462033,2019-02-15,2000,Ridgedale Park
2971,190461165,2019-02-15,1307,Fairburn Mays
2972,190460009,2019-02-14,2000,Downtown
2973,190460086,2019-02-14,1930,Virginia Highland
2978,190461036,2019-02-15,1210,Westview
2979,190461282,2019-02-15,1455,other
2980,190461352,2019-02-15,1430,Inman Park
2981,190461420,2019-02-15,1535,Virginia Highland
2982,190461634,2019-02-15,1700,Home Park
2983,190461659,2019-02-15,1700,Midtown
2984,190461720,2019-02-15,1603,Midtown
2985,190461740,2019-02-15,1712,Underwood Hills
2986,190461972,2019-02-15,1925,other
2987,190462074,2019-02-15,1905,Ardmore
2988,190462090,2019-02-15,2036,Leila Valley
2989,190462107,2019-02-15,1800,Morningside/Lenox Park
2990,190462200,2019-02-15,1015,Atlantic Station
2991,190462211,2019-02-15,1945,Midtown
2992,190462270,2019-02-15,1630,Inman Park
2993,190462285,2019-02-15,2100,Cabbagetown
2994,190462392,2019-02-15,1820,Lake Claire
2995,190462394,2019-02-15,2100,Castleberry Hill
2996,190462423,2019-02-15,2110,Downtown
2997,190470283,2019-02-15,1725,Downtown
2999,190470309,2019-02-15,2330,Mechanicsville
3000,190470327,2019-02-15,2330,Downtown
3006,190470766,2019-02-15,1600,Piedmont Heights
3008,190470834,2019-02-16,1000,Mozley Park
3009,190471006,2019-02-16,1250,Cascade Avenue/Road
3010,190471061,2019-02-16,1245,Greenbriar
3012,190471101,2019-02-15,2000,Inman Park
3013,190471157,2019-02-16,1100,Old Fourth Ward
3014,190471201,2019-02-16,1339,North Buckhead
3015,190471205,2019-02-16,1510,Lake Claire
3016,190471238,2019-02-12,1500,Candler Park
3017,190471261,2019-02-16,1530,Bolton
3018,190471282,2019-02-16,1200,Downtown
3019,190471640,2019-02-16,1800,Downtown
3021,190471927,2019-02-16,2030,Midtown
3022,190472054,2019-02-16,1800,Blandtown
3023,190472065,2019-02-16,2159,Atlantic Station
3024,190472096,2019-02-16,2145,East Atlanta
3025,190471012,2019-02-16,1305,Vine City
3026,190471017,2019-02-16,1308,Edgewood
3027,190471068,2019-02-16,1342,Vine City
3028,190471158,2019-02-16,1440,Lindbergh/Morosgo
3029,190471506,2019-02-16,1726,Edgewood
3030,190471714,2019-02-16,1920,Lenox
3031,190470948,2019-02-16,1130,Midtown
3032,190471222,2019-02-16,1100,Downtown
3033,190470882,2019-02-15,1600,Midtown
3034,190470853,2019-02-16,1055,Browns Mill Park
3035,190471025,2019-02-15,2230,Rosedale Heights
3037,190472155,2019-02-16,2130,Midtown
3039,190471009,2019-02-05,1730,Home Park
3040,190471298,2019-02-15,1000,Lindridge/Martin Manor
3041,190471344,2019-02-15,1900,Midtown
3042,190471867,2019-02-16,2000,Garden Hills
3043,190470956,2019-02-16,1200,West End
3044,190471799,2018-01-16,1900,Scotts Crossing
3045,190471283,2019-02-16,1530,Fairburn
3047,190471600,2019-02-16,1800,Greenbriar
3048,190470992,2019-02-16,1245,Lindridge/Martin Manor
3049,190471115,2019-02-16,1418,Vine City
3050,190471129,2019-02-16,1225,Lindridge/Martin Manor
3051,190471982,2019-02-15,1300,Old Fourth Ward
3052,190470633,2019-02-15,1730,West End
3054,190480707,2019-02-13,2130,Grove Park
3055,190480738,2019-02-16,1300,Westview
3056,190480972,2019-02-17,1300,Florida Heights
3057,190481227,2019-02-09,1230,Florida Heights
3058,190481656,2019-02-17,1600,Westview
3059,190480293,2019-02-16,1100,Peachtree Park
3060,190480765,2019-02-16,2100,South Tuxedo Park
3061,190481341,2019-02-17,1820,Harland Terrace
3063,190480627,2019-02-17,1056,other
3064,190481094,2019-02-17,1552,Peachtree Park
3068,190480880,2019-02-16,1700,Grant Park
3071,190480634,2019-02-16,2200,East Atlanta
3072,190480935,2019-02-17,1332,West Highlands
3073,190481068,2019-02-16,2330,Reynoldstown
3074,190481172,2019-02-17,1630,Bankhead/Bolton
3076,190480926,2019-02-17,1212,South River Gardens
3078,190481165,2019-02-17,1600,Lenox
3079,190481304,2019-02-17,1730,English Park
3080,190481078,2019-02-17,1530,Vine City
3081,190481116,2019-02-17,1601,Berkeley Park
3082,190481560,2019-02-17,2100,Wildwood (NPU-C)
3085,190480250,2019-02-16,2300,Sylvan Hills
3086,190480433,2019-02-16,2100,Downtown
3087,190480526,2019-02-16,2200,Southwest
3090,190480691,2019-02-16,1830,Virginia Highland
3091,190480698,2019-02-15,2230,Midtown
3093,190480782,2019-02-16,1615,Downtown
3095,190480903,2019-02-16,1120,Downtown
3096,190480949,2019-02-16,2300,Buckhead Village
3097,190480955,2019-02-17,1338,Underwood Hills
3098,190481254,2019-02-17,1348,Downtown
3099,190481554,2019-02-17,1900,Inman Park
3100,190481648,2019-02-17,2240,Garden Hills
3101,190481661,2019-02-16,1730,Adamsville
3102,190481683,2019-02-17,1800,Midtown
3103,190490070,2019-02-17,2300,Mechanicsville
3104,190490239,2019-02-17,2200,Downtown
3105,190490381,2019-02-17,2200,Hammond Park
3108,190490518,2019-02-17,1900,Harris Chiles
3109,190490550,2019-02-17,1900,West End
3111,190491175,2019-02-18,1337,Wildwood (NPU-C)
3112,190491177,2019-02-18,1330,Home Park
3113,190491287,2019-02-18,1305,Virginia Highland
3114,190491376,2019-02-18,1555,Midtown
3115,190491466,2019-02-18,1615,Midtown
3116,190491508,2019-02-18,1630,Inman Park
3118,190491692,2019-02-17,2000,Blair Villa/Poole Creek
3120,190491886,2019-02-18,1806,Midtown
3121,190491888,2019-02-18,2010,Lindbergh/Morosgo
3122,190491940,2019-02-18,1900,Blandtown
3123,190492019,2019-02-18,2140,Tuxedo Park
3124,190491144,2019-02-18,1350,Adamsville
3125,190491210,2019-02-18,1100,Princeton Lakes
3126,190491272,2019-02-18,1532,Westview
3127,190492112,2019-02-18,2300,The Villages at Carver
3128,190491606,2019-02-18,1400,Lakewood Heights
3131,190490712,2019-02-18,1024,Berkeley Park
3132,190491107,2019-02-16,1705,Lindbergh/Morosgo
3133,190491323,2019-02-18,1520,Lenox
3134,190491643,2019-02-18,1500,Lenox
3135,190491943,2019-02-18,2050,Vine City
3137,190490532,2019-02-15,1630,North Buckhead
3138,190490949,2019-02-15,2130,North Buckhead
3139,190491394,2019-02-18,1000,West End
3140,190491818,2019-02-18,1900,Hammond Park
3141,190491501,2019-02-14,1700,Midtown
3143,190491633,2019-02-18,1740,Old Fourth Ward
3144,190490716,2019-02-18,1039,Mozley Park
3147,190491142,2019-02-18,1410,West End
3148,190491250,2019-02-18,1500,Scotts Crossing
3149,190491524,2019-02-18,1600,Downtown
3150,190491107,2019-02-16,1705,Lindbergh/Morosgo
3151,190491959,2019-02-18,2114,Collier Heights
3153,190490812,2019-02-18,1134,Pittsburgh
3154,190491335,2019-02-18,1600,West Highlands
3155,190481476,2019-02-17,1900,Mechanicsville
3157,190490310,2019-02-17,1330,Lindbergh/Morosgo
3159,190491274,2019-02-13,1600,Glenrose Heights
3163,190490655,2019-02-17,2200,Capitol View
3164,190490725,2019-02-15,1700,East Lake
3165,190490885,2019-02-18,1200,Ormewood Park
3167,190491247,2019-02-15,1500,Lindridge/Martin Manor
3170,190500760,2019-02-19,1016,Chosewood Park
3171,190501213,2019-02-19,1350,Florida Heights
3172,190501517,2019-02-19,1615,Rebel Valley Forest
3175,190502129,2019-02-19,2224,Atlanta University Center
3176,190501021,2019-02-17,2300,other
3177,190502156,2019-02-19,2253,Edgewood
3178,190501053,2019-02-13,1200,Adair Park
3180,190490813,2019-02-16,1200,Lindbergh/Morosgo
3181,190500141,2019-02-18,2200,Center Hill
3182,190500163,2019-02-18,2330,Morningside/Lenox Park
3184,190500478,2019-02-18,2200,Princeton Lakes
3185,190500502,2019-02-18,2200,Custer/McDonough/Guice
3189,190501473,2019-02-19,1500,Atlantic Station
3192,190500940,2019-02-17,1715,Lenox
3193,190501023,2019-02-19,1200,Midtown
3194,190501092,2019-02-19,1255,Lindbergh/Morosgo
3196,190501220,2019-02-18,2230,Randall Mill
3197,190501290,2019-02-19,1132,Grant Park
3198,190502037,2019-02-19,2059,Midtown
3199,190500134,2019-02-18,2000,Virginia Highland
3200,190500357,2019-02-18,1800,Venetian Hills
3201,190500369,2019-02-18,2200,Benteen Park
3202,190500611,2019-02-18,2200,Rosedale Heights
3203,190500742,2019-02-18,2100,West End
3204,190500816,2019-02-18,2330,Collier Heights
3205,190500968,2019-02-19,1159,Home Park
3207,190501374,2019-02-19,1400,Downtown
