,Report Number,Occur Date,Occur Time,Neighborhood
14339,192172260,2019-08-05,2235,Old Fourth Ward
14340,192172261,2019-08-05,2100,Poncey-Highland
14341,192172269,2019-08-05,1915,Druid Hills
14342,192172335,2019-08-05,2300,Midtown
14344,192170427,2019-08-04,1100,Loring Heights
14345,192170464,2019-08-04,2200,Joyland
14346,192171289,2019-08-05,1400,Mozley Park
14347,192171336,2019-08-04,2200,Poncey-Highland
14348,192171763,2019-06-21,1200,Westview
14349,192172180,2019-08-05,2145,Midtown
14352,192170230,2019-08-03,1000,Oakland City
14354,192170746,2019-08-04,1230,Downtown
14355,192171056,2019-07-22,1228,Cross Creek
14357,192171194,2019-08-02,1430,West End
14358,192170948,2019-08-03,1200,Perkerson
14359,192171284,2019-08-02,1000,East Lake
14360,192171852,2019-08-05,1820,Brookwood Hills
14361,192172219,2019-08-05,2205,Candler Park
14363,192172149,2019-08-05,2127,Custer/McDonough/Guice
14365,192171311,2019-08-05,1400,Hammond Park
14368,192170987,2019-07-23,1400,Peachtree Park
14369,192171103,2019-08-05,1220,Midtown
14370,192171611,2019-08-05,1635,Downtown
14371,192171817,2019-08-05,1800,Buckhead Village
14372,192172075,2019-08-05,1500,North Buckhead
14373,192172176,2019-08-05,2125,Vine City
14374,192172326,2019-08-05,2345,Greenbriar
14375,192171113,2019-08-05,1230,Carey Park
14376,192170981,2019-08-02,1615,Old Fourth Ward
14378,192171839,2019-08-02,1200,Midtown
14382,192171368,2019-08-05,1430,Peyton Forest
14384,192170511,2019-08-04,2200,West End
14385,192180709,2019-08-05,1950,Old Fourth Ward
14386,192180171,2019-08-05,1330,Deerwood
14387,192180987,2019-08-04,1700,other
14388,192181191,2019-08-06,1200,West End
14394,192182546,2019-08-06,2210,Hammond Park
14395,192182581,2019-08-06,2230,Downtown
14397,192180859,2019-08-06,1100,Downtown
14398,192181096,2019-08-06,1240,Edgewood
14400,192181467,2019-08-04,1555,Atlantic Station
14401,192181974,2019-08-06,1745,Downtown
14402,192182000,2019-08-06,1720,Grant Park
14403,192182281,2019-08-06,1930,Adamsville
14404,192182363,2019-08-06,1736,English Avenue
14405,192182292,2019-08-06,1930,Greenbriar
14406,192182615,2019-08-06,2303,Venetian Hills
14407,192181193,2019-08-06,1300,Washington Park
14408,192180426,2019-08-05,1530,Leila Valley
14409,192180526,2019-08-01,1636,Oakland City
14410,192180653,2019-08-05,2000,Lakewood Heights
14411,192180679,2019-08-05,2000,Lakewood Heights
14413,192180882,2019-08-03,2030,Almond Park
14416,192181253,2019-08-05,1500,Adamsville
14417,192181390,2019-07-24,1200,Meadowbrook Forest
14420,192180995,2019-08-05,1600,Downtown
14422,192181990,2019-08-06,1700,Lake Claire
14425,192181016,2019-08-06,1200,Mt. Paran/Northside
14426,192181032,2019-04-21,1200,Sylvan Hills
14427,192181131,2019-08-06,1300,Downtown
14428,192182648,2019-08-06,1600,Vine City
14429,192180049,2019-08-05,2300,Ardmore
14431,192180300,2019-08-05,2100,Underwood Hills
14434,192180613,2019-08-05,2020,Virginia Highland
14435,192180616,2019-08-05,1700,Kirkwood
14436,192180688,2019-08-05,2000,Virginia Highland
14438,192180905,2019-08-05,1205,Lindridge/Martin Manor
14440,192181107,2019-08-06,1245,Berkeley Park
14441,192181115,2019-07-31,2300,Loring Heights
14443,192181420,2019-08-06,1315,Browns Mill Park
14444,192181453,2019-08-06,1540,Randall Mill
14445,192181546,2019-08-06,1400,Candler Park
14446,192181609,2019-08-06,1358,Buckhead Forest
14447,192181680,2019-08-06,1330,Midtown
14448,192181768,2019-08-05,2200,Atlantic Station
14450,192182283,2019-08-06,1430,Marietta Street Artery
14451,192182387,2019-08-06,1800,Inman Park
14452,192182447,2019-08-01,1800,Midtown
14453,192182510,2019-08-06,2130,Brookwood Hills
14454,192172294,2019-08-05,2000,Inman Park
14455,192182672,2019-08-06,1800,Sweet Auburn
14456,192172220,2019-08-05,2150,Garden Hills
14458,192181897,2019-08-06,1720,Wildwood (NPU-C)
14459,192180799,2019-08-03,1300,Downtown
14462,192190697,2019-08-06,1600,Rosedale Heights
14463,192190722,2019-08-06,1830,Adair Park
14464,192191324,2019-08-07,1400,Edgewood
14465,192182703,2019-08-06,2250,East Atlanta
14466,192190023,2019-08-06,2145,Poncey-Highland
14469,192190335,2019-08-06,2330,Norwood Manor
14470,192190385,2019-08-06,1730,Perkerson
14471,192190407,2019-08-06,1445,Grove Park
14472,192190414,2019-08-06,1900,Bolton
14476,192190829,2019-08-07,1020,Wildwood (NPU-C)
14477,192190854,2019-08-07,1043,Bolton
14478,192192439,2019-08-07,1430,Midtown
14479,192192444,2019-08-07,1930,Inman Park
14480,192182586,2019-08-06,1500,Midtown
14481,192191165,2019-07-31,2100,Atlanta University Center
14482,192191187,2019-08-07,1305,Inman Park
14483,192191202,2019-08-07,1230,Poncey-Highland
14484,192191207,2019-08-07,1325,Summerhill
14485,192191258,2019-08-07,1300,Poncey-Highland
14486,192191278,2019-08-06,1400,Peoplestown
14487,192191306,2019-08-07,1330,other
14488,192191451,2019-08-02,1630,other
14489,192191510,2019-08-07,1240,Old Fourth Ward
14490,192191553,2019-08-07,1430,Midtown
14491,192191782,2019-08-05,2100,Virginia Highland
14492,192191795,2019-08-06,1500,Home Park
14493,192191858,2019-08-07,1740,Wildwood (NPU-C)
14494,192191950,2019-08-07,1810,Blandtown
14495,192191968,2019-08-07,1515,Old Fourth Ward
14496,192191995,2019-08-07,1115,other
14498,192192060,2019-08-07,1730,Old Fourth Ward
14499,192192073,2019-08-06,1900,Peoplestown
14500,192192187,2019-08-07,1825,Home Park
14501,192192200,2019-08-05,1815,Kirkwood
14502,192190422,2019-08-06,2100,Capitol View
14503,192190673,2019-08-06,2300,Dixie Hills
14504,192190972,2019-08-05,1600,Atlantic Station
14505,192191089,2019-08-07,1200,Buckhead Village
14506,192192323,2019-08-07,1900,Ardmore
14507,192192500,2019-08-07,2310,Garden Hills
14508,192191385,2019-08-06,1100,Loring Heights
14509,192192471,2019-08-07,2000,Downtown
14511,192190667,2019-08-05,1621,Pine Hills
14512,192190837,2019-08-07,1025,Marietta Street Artery
14515,192190923,2019-08-06,1040,Downtown
14516,192190951,2019-08-05,1400,Sylvan Hills
14517,192190996,2019-08-06,1406,Lindbergh/Morosgo
14518,192191003,2019-08-06,2130,Peyton Forest
14519,192191769,2019-08-07,1700,West End
14521,192192474,2019-08-07,1700,Blair Villa/Poole Creek
14524,192191793,2019-08-07,1700,Southwest
14525,192190777,2019-08-07,1000,Perkerson
14526,192190888,2019-08-07,1030,Mechanicsville
14527,192191018,2019-08-07,1130,Lenox
14528,192191058,2019-08-07,1100,Edgewood
14529,192191914,2019-08-07,1620,Atlantic Station
14530,192191916,2019-08-07,1800,Adamsville
14531,192192035,2019-08-07,1800,Reynoldstown
14532,192192169,2019-08-07,1920,Edgewood
14533,192192373,2019-08-07,2145,Center Hill
14534,192190149,2019-08-06,2300,Vine City
14535,192190367,2019-08-06,2200,Wilson Mill Meadows
14537,192191395,2019-08-07,1400,West End
14538,192192329,2019-08-07,2110,other
14539,192191978,2019-08-07,1724,Mechanicsville
14541,192191414,2019-08-06,1700,Sylvan Hills
14542,192191633,2019-08-05,1500,Westview
14545,192191064,2019-08-07,1200,Downtown
14547,192200683,2019-08-07,1730,Pittsburgh
14548,192200610,2019-08-07,1100,Dixie Hills
14549,192201010,2019-08-08,1059,Browns Mill Park
14550,192202426,2019-08-08,1201,Collier Heights
14551,192201159,2019-08-08,1051,Harris Chiles
14552,192202034,2019-08-07,1800,Thomasville Heights
14554,192202000,2019-08-07,2330,Downtown
14557,192200044,2019-08-07,2230,Campbellton Road
14561,192202475,2019-08-08,2120,South River Gardens
14562,192202601,2019-08-08,2255,Bankhead
14564,192200777,2019-08-07,2200,Downtown
14565,192201004,2019-08-08,1122,Custer/McDonough/Guice
14566,192201051,2019-08-08,1145,Lindbergh/Morosgo
14567,192201202,2019-07-14,1130,Edgewood
14568,192201916,2019-08-08,1720,Lenox
14569,192202013,2019-08-08,1730,Vine City
14570,192202340,2019-08-06,2044,Princeton Lakes
14571,192202444,2019-08-08,2109,Lenox
14573,192200747,2019-08-02,1230,West Paces Ferry/Northside
14575,192201076,2019-08-08,1147,Glenrose Heights
14576,192201843,2019-08-08,1145,Glenrose Heights
14577,192202361,2019-08-06,1411,Oakland City
14578,192200754,2019-08-07,1500,Downtown
14579,192200838,2019-08-08,1012,Vine City
14581,192201310,2019-08-07,2145,Sweet Auburn
14582,192201911,2019-08-07,1700,Peachtree Park
14583,192202219,2019-08-08,1900,Downtown
14584,192200310,2019-08-07,2300,Sweet Auburn
14586,192200502,2019-08-07,2130,Virginia Highland
14587,192200618,2019-08-07,1000,Hunter Hills
14588,192201487,2019-08-08,1500,Lindbergh/Morosgo
14589,192201514,2019-08-08,1500,Atlantic Station
14591,192202440,2019-08-08,2059,Garden Hills
14592,192202582,2019-08-08,1800,Center Hill
14593,192192413,2019-08-07,2218,Midtown
14595,192200570,2019-08-07,2200,Oakland City
14596,192200595,2019-08-07,1800,Grove Park
14598,192200760,2019-08-01,1900,Pittsburgh
14599,192200821,2019-08-07,1930,Old Fourth Ward
14600,192200830,2019-08-07,1830,Downtown
14602,192201016,2019-08-08,1111,Sylvan Hills
14603,192201262,2019-08-07,1900,Morningside/Lenox Park
14605,192201445,2019-08-08,1435,Midtown
14606,192201471,2019-08-08,1030,Midwest Cascade
14607,192201489,2019-08-08,1420,Buckhead Village
